timestamp;maquina;tipo_maquina;modo_operacion;temperatura [ºC;vibracion [mm/s];presion [bar];rpm_motor [rpm];horas_funcionamiento [h];dias_desde_mantenimiento [días
12/01/2025 0:00;MCH_02;motor;continuo;77.13;1.46;27.64;1422.15;241;62
12/01/2025 1:00;MCH_02;motor;continuo;75.46;1.46;29.88;1481.08;242;63
12/01/2025 2:00;MCH_02;motor;continuo;75.32;1.49;26.12;1449.93;243;64
12/01/2025 3:00;MCH_02;motor;continuo;73.06;1.6;27.58;1616.43;244;65
12/01/2025 4:00;MCH_02;motor;continuo;71.21;0.57;28.54;1385.68;245;66
12/01/2025 5:00;MCH_02;motor;continuo;75.48;1.13;31.82;1411.35;246;67
12/01/2025 6:00;MCH_02;motor;continuo;72.88;2.07;29.68;1588.95;247;68
12/01/2025 7:00;MCH_02;motor;continuo;74.48;1.51;26.81;1378.65;248;69
12/01/2025 8:00;MCH_02;motor;continuo;76.19;1.39;32.44;1534.25;249;70
12/01/2025 9:00;MCH_02;motor;continuo;80.65;0.83;31.79;1211.51;250;71
12/01/2025 10:00;MCH_02;motor;continuo;71.22;0.97;28.49;1448.18;251;72
12/01/2025 11:00;MCH_02;motor;continuo;77.38;1.47;30.45;1356.73;252;73
12/01/2025 12:00;MCH_02;motor;continuo;78.74;1.49;32.71;1537.19;253;74
12/01/2025 13:00;MCH_02;motor;continuo;74.09;1.49;25.98;1485.94;254;75
12/01/2025 14:00;MCH_02;motor;continuo;74.09;1.72;25.32;1417.03;255;76
12/01/2025 15:00;MCH_02;motor;continuo;71.52;1.17;29.21;1562.45;256;77
12/01/2025 16:00;MCH_02;motor;continuo;68.0;2.06;30.81;1315.33;257;78
12/01/2025 17:00;MCH_02;motor;continuo;77.48;1.36;27.8;1510.21;258;79
12/01/2025 18:00;MCH_02;motor;continuo;76.44;1.33;26.85;1398.18;259;80
12/01/2025 19:00;MCH_02;motor;continuo;78.43;0.94;27.68;1607.25;260;81
12/01/2025 20:00;MCH_02;motor;continuo;77.11;1.82;27.7;1333.64;261;82
12/01/2025 21:00;MCH_02;motor;continuo;75.17;1.29;32.46;1434.18;262;83
12/01/2025 22:00;MCH_02;motor;continuo;76.91;2.01;25.81;1222.03;263;84
12/01/2025 23:00;MCH_02;motor;continuo;76.47;1.7;27.17;1334.37;264;85
13/01/2025 0:00;MCH_02;motor;continuo;75.93;1.49;28.64;1336.7;265;86
13/01/2025 1:00;MCH_02;motor;continuo;75.97;1.75;24.99;1596.04;266;87
13/01/2025 2:00;MCH_02;motor;continuo;75.76;1.76;25.44;1518.26;267;88
13/01/2025 3:00;MCH_02;motor;continuo;70.07;1.22;28.53;1422.4;268;89
13/01/2025 4:00;MCH_02;motor;continuo;75.08;2.08;28.02;1520.97;269;90
13/01/2025 5:00;MCH_02;motor;continuo;74.8;1.47;26.04;1486.81;270;1
13/01/2025 6:00;MCH_02;motor;continuo;82.61;1.53;27.47;1564.01;271;2
13/01/2025 7:00;MCH_02;motor;continuo;78.07;1.63;27.38;1564.44;272;3
13/01/2025 8:00;MCH_02;motor;continuo;75.36;1.77;26.36;1391.33;273;4
13/01/2025 9:00;MCH_02;motor;continuo;75.29;1.13;27.26;1322.05;274;5
13/01/2025 10:00;MCH_02;motor;continuo;70.37;2.23;26.78;1397.9;275;6
13/01/2025 11:00;MCH_02;motor;continuo;75.24;1.18;27.0;1633.44;276;7
13/01/2025 12:00;MCH_02;motor;continuo;76.07;1.8;31.15;1471.06;277;8
13/01/2025 13:00;MCH_02;motor;continuo;74.34;1.07;27.23;1433.75;278;9
13/01/2025 14:00;MCH_02;motor;continuo;72.58;1.96;30.2;1548.55;279;10
13/01/2025 15:00;MCH_02;motor;continuo;74.65;1.19;30.66;1483.54;280;11
13/01/2025 16:00;MCH_02;motor;continuo;77.32;1.69;28.62;1649.96;281;12
13/01/2025 17:00;MCH_02;motor;continuo;73.03;1.41;31.28;1458.21;282;13
13/01/2025 18:00;MCH_02;motor;continuo;74.62;1.42;29.36;1427.07;283;14
13/01/2025 19:00;MCH_02;motor;continuo;73.98;1.7;28.19;1349.06;284;15
13/01/2025 20:00;MCH_02;motor;continuo;75.1;1.92;29.53;1601.8;285;16
13/01/2025 21:00;MCH_02;motor;continuo;72.81;1.82;26.7;1326.76;286;17
13/01/2025 22:00;MCH_02;motor;continuo;72.59;1.54;30.06;1481.04;287;18
13/01/2025 23:00;MCH_02;motor;continuo;74.54;1.19;29.41;1546.36;288;19
14/01/2025 0:00;MCH_02;motor;continuo;75.89;1.18;29.62;1572.72;289;20
14/01/2025 1:00;MCH_02;motor;continuo;79.6;1.37;28.87;1396.55;290;21
14/01/2025 2:00;MCH_02;motor;continuo;72.23;1.97;29.13;1579.27;291;22
14/01/2025 3:00;MCH_02;motor;continuo;71.33;1.59;29.02;1366.78;292;23
14/01/2025 4:00;MCH_02;motor;continuo;79.46;1.43;28.91;1394.97;293;24
14/01/2025 5:00;MCH_02;motor;continuo;71.42;1.77;28.76;1473.73;294;25
14/01/2025 6:00;MCH_02;motor;continuo;74.17;1.61;30.53;1381.62;295;26
14/01/2025 7:00;MCH_02;motor;continuo;76.68;1.56;27.63;1285.44;296;27
14/01/2025 8:00;MCH_02;motor;continuo;74.96;1.7;28.65;1306.13;297;28
14/01/2025 9:00;MCH_02;motor;continuo;78.74;1.99;27.78;1681.11;298;29
14/01/2025 10:00;MCH_02;motor;continuo;72.51;1.12;25.97;1474.51;299;30
14/01/2025 11:00;MCH_02;motor;continuo;69.66;1.41;33.87;1299.62;300;31
14/01/2025 12:00;MCH_02;motor;continuo;73.36;1.19;27.43;1415.18;301;32
14/01/2025 13:00;MCH_02;motor;continuo;72.99;1.45;29.27;1588.53;302;33
14/01/2025 14:00;MCH_02;motor;continuo;74.15;1.5;28.93;1326.42;303;34
14/01/2025 15:00;MCH_02;motor;continuo;74.54;1.35;29.9;1625.18;304;35
14/01/2025 16:00;MCH_02;motor;continuo;72.67;1.88;25.08;1470.07;305;36
14/01/2025 17:00;MCH_02;motor;continuo;75.78;1.05;26.34;1357.43;306;37
14/01/2025 18:00;MCH_02;motor;continuo;71.07;0.7;27.59;1441.32;307;38
14/01/2025 19:00;MCH_02;motor;continuo;74.72;1.73;24.12;1411.89;308;39
14/01/2025 20:00;MCH_02;motor;continuo;82.68;1.77;29.78;1348.34;309;40
14/01/2025 21:00;MCH_02;motor;continuo;74.41;0.81;29.17;1590.03;310;41
14/01/2025 22:00;MCH_02;motor;continuo;70.65;1.15;27.94;1465.33;311;42
14/01/2025 23:00;MCH_02;motor;continuo;73.37;1.26;26.39;1445.1;312;43
15/01/2025 0:00;MCH_02;motor;continuo;76.76;1.49;27.71;1274.07;313;44
15/01/2025 1:00;MCH_02;motor;continuo;77.6;1.48;27.13;1475.51;314;45
15/01/2025 2:00;MCH_02;motor;continuo;72.47;1.38;28.22;1382.14;315;46
15/01/2025 3:00;MCH_02;motor;continuo;70.06;0.96;28.89;1446.89;316;47
15/01/2025 4:00;MCH_02;motor;continuo;74.8;1.15;27.96;1409.95;317;48
15/01/2025 5:00;MCH_02;motor;continuo;73.2;1.48;28.59;1624.99;318;49
15/01/2025 6:00;MCH_02;motor;continuo;76.7;1.76;30.21;1373.6;319;50
15/01/2025 7:00;MCH_02;motor;continuo;74.04;1.23;26.64;1407.18;320;51
15/01/2025 8:00;MCH_02;motor;continuo;72.88;1.57;28.87;1319.39;321;52
15/01/2025 9:00;MCH_02;motor;continuo;74.06;1.41;25.06;1373.39;322;53
15/01/2025 10:00;MCH_02;motor;continuo;77.62;1.76;24.74;1497.21;323;54
15/01/2025 11:00;MCH_02;motor;continuo;70.59;1.38;27.81;1525.28;324;55
15/01/2025 12:00;MCH_02;motor;continuo;74.48;1.2;25.63;1466.8;325;56
15/01/2025 13:00;MCH_02;motor;continuo;73.1;1.38;29.94;1493.49;326;57
15/01/2025 14:00;MCH_02;motor;continuo;79.76;1.19;26.58;1468.37;327;58
15/01/2025 15:00;MCH_02;motor;continuo;80.46;1.26;28.08;1582.12;328;59
15/01/2025 16:00;MCH_02;motor;continuo;75.15;1.81;31.91;1479.51;329;60
15/01/2025 17:00;MCH_02;motor;continuo;76.38;1.72;26.19;1301.84;330;61
15/01/2025 18:00;MCH_02;motor;continuo;75.48;1.31;30.11;1481.43;331;62
15/01/2025 19:00;MCH_02;motor;continuo;78.11;1.14;30.0;1220.12;332;63
15/01/2025 20:00;MCH_02;motor;continuo;71.64;1.69;26.99;1409.37;333;64
15/01/2025 21:00;MCH_02;motor;continuo;75.32;1.93;24.16;1574.87;334;65
15/01/2025 22:00;MCH_02;motor;continuo;78.92;1.35;26.61;1438.2;335;66
15/01/2025 23:00;MCH_02;motor;continuo;72.85;1.6;28.95;1294.61;336;67
16/01/2025 0:00;MCH_02;motor;continuo;72.24;1.14;28.43;1537.23;337;68
16/01/2025 1:00;MCH_02;motor;continuo;71.78;1.76;26.15;1521.86;338;69
16/01/2025 2:00;MCH_02;motor;continuo;74.15;1.37;30.28;1628.77;339;70
16/01/2025 3:00;MCH_02;motor;continuo;69.17;1.68;28.35;1515.79;340;71
16/01/2025 4:00;MCH_02;motor;continuo;70.68;1.17;26.66;1471.31;341;72
16/01/2025 5:00;MCH_02;motor;continuo;72.8;1.4;29.66;1654.88;342;73
16/01/2025 6:00;MCH_02;motor;continuo;77.28;1.76;27.64;1360.94;343;74
16/01/2025 7:00;MCH_02;motor;continuo;74.02;1.48;25.68;1531.51;344;75
16/01/2025 8:00;MCH_02;motor;continuo;79.56;1.54;30.17;1570.84;345;76
16/01/2025 9:00;MCH_02;motor;continuo;71.9;0.98;27.0;1459.59;346;77
16/01/2025 10:00;MCH_02;motor;continuo;71.41;1.93;31.9;1467.92;347;78
16/01/2025 11:00;MCH_02;motor;continuo;72.05;1.65;26.03;1564.31;348;79
16/01/2025 12:00;MCH_02;motor;continuo;74.31;1.72;29.8;1503.8;349;80
16/01/2025 13:00;MCH_02;motor;continuo;80.36;1.55;26.99;1239.78;350;81
16/01/2025 14:00;MCH_02;motor;continuo;68.15;1.7;27.63;1368.46;351;82
16/01/2025 15:00;MCH_02;motor;continuo;71.66;1.72;26.03;1613.07;352;83
16/01/2025 16:00;MCH_02;motor;continuo;82.05;1.23;29.34;1494.0;353;84
16/01/2025 17:00;MCH_02;motor;continuo;72.04;1.21;27.75;1336.16;354;85
16/01/2025 18:00;MCH_02;motor;continuo;78.27;1.43;25.76;1441.1;355;86
16/01/2025 19:00;MCH_02;motor;continuo;76.4;1.28;24.01;1462.64;356;87
16/01/2025 20:00;MCH_02;motor;continuo;71.35;1.26;28.94;1391.21;357;88
16/01/2025 21:00;MCH_02;motor;continuo;74.58;1.94;27.3;1652.13;358;89
16/01/2025 22:00;MCH_02;motor;continuo;77.22;1.22;27.05;1323.74;359;90
16/01/2025 23:00;MCH_02;motor;continuo;76.91;1.9;27.28;1263.86;360;1
03/01/2025 0:00;MCH_03;compresor;intermitente;76.08;1.59;30.46;1523.95;0;2
03/01/2025 1:00;MCH_03;compresor;intermitente;76.29;1.28;26.87;1397.49;1;3
03/01/2025 2:00;MCH_03;compresor;intermitente;74.87;1.6;29.44;1390.49;2;4
03/01/2025 3:00;MCH_03;compresor;intermitente;73.9;1.36;30.03;1469.03;3;5
03/01/2025 4:00;MCH_03;compresor;intermitente;75.83;1.38;26.1;1552.21;4;6
03/01/2025 5:00;MCH_03;compresor;intermitente;75.69;1.55;25.96;1489.83;4;7
03/01/2025 6:00;MCH_03;compresor;intermitente;71.5;1.34;25.21;1559.72;4;8
03/01/2025 7:00;MCH_03;compresor;intermitente;81.77;1.53;27.06;1451.38;4;9
03/01/2025 8:00;MCH_03;compresor;intermitente;71.81;1.77;31.03;1324.03;5;10
03/01/2025 9:00;MCH_03;compresor;intermitente;75.88;1.62;27.73;1432.19;6;11
03/01/2025 10:00;MCH_03;compresor;intermitente;70.17;1.02;30.1;1395.68;7;12
03/01/2025 11:00;MCH_03;compresor;intermitente;77.55;1.78;30.77;1562.1;7;13
03/01/2025 12:00;MCH_03;compresor;intermitente;76.94;1.17;27.16;1405.96;8;14
03/01/2025 13:00;MCH_03;compresor;intermitente;77.55;1.06;24.69;1369.78;9;15
03/01/2025 14:00;MCH_03;compresor;intermitente;79.04;1.84;26.36;1553.34;10;16
03/01/2025 15:00;MCH_03;compresor;intermitente;70.69;1.82;31.3;1270.35;11;17
03/01/2025 16:00;MCH_03;compresor;intermitente;71.33;1.35;30.08;1522.31;12;18
03/01/2025 17:00;MCH_03;compresor;intermitente;75.34;1.4;28.38;1552.22;12;19
03/01/2025 18:00;MCH_03;compresor;intermitente;75.19;1.73;28.45;1548.97;13;20
03/01/2025 19:00;MCH_03;compresor;intermitente;78.26;1.85;29.03;1377.13;14;21
03/01/2025 20:00;MCH_03;compresor;intermitente;76.24;1.76;29.51;1479.2;15;22
03/01/2025 21:00;MCH_03;compresor;intermitente;74.42;1.74;25.58;1329.86;15;23
03/01/2025 22:00;MCH_03;compresor;intermitente;78.35;1.39;27.49;1389.39;16;24
03/01/2025 23:00;MCH_03;compresor;intermitente;80.59;1.52;24.04;1316.36;17;25
04/01/2025 0:00;MCH_03;compresor;intermitente;78.38;1.4;27.99;1388.85;17;26
04/01/2025 1:00;MCH_03;compresor;intermitente;72.34;1.88;26.88;1559.59;18;27
04/01/2025 2:00;MCH_03;compresor;intermitente;74.52;1.73;28.21;1471.87;19;28
04/01/2025 3:00;MCH_03;compresor;intermitente;72.42;1.58;28.81;1342.12;20;29
04/01/2025 4:00;MCH_03;compresor;intermitente;73.73;1.1;31.44;1613.99;20;30
04/01/2025 5:00;MCH_03;compresor;intermitente;74.33;1.49;27.55;1458.36;20;31
04/01/2025 6:00;MCH_03;compresor;intermitente;81.3;0.96;26.74;1432.55;21;32
04/01/2025 7:00;MCH_03;compresor;intermitente;77.34;1.52;27.79;1579.66;21;33
04/01/2025 8:00;MCH_03;compresor;intermitente;72.8;1.78;27.38;1331.06;22;34
04/01/2025 9:00;MCH_03;compresor;intermitente;73.82;1.17;24.96;1421.36;22;35
04/01/2025 10:00;MCH_03;compresor;intermitente;74.79;1.46;28.46;1349.26;23;36
04/01/2025 11:00;MCH_03;compresor;intermitente;74.43;1.52;25.78;1487.92;24;37
04/01/2025 12:00;MCH_03;compresor;intermitente;80.0;1.89;25.23;1345.45;24;38
04/01/2025 13:00;MCH_03;compresor;intermitente;75.78;1.13;27.82;1498.68;25;39
04/01/2025 14:00;MCH_03;compresor;intermitente;74.22;1.96;26.26;1524.77;26;40
04/01/2025 15:00;MCH_03;compresor;intermitente;73.8;1.09;26.43;1339.0;27;41
04/01/2025 16:00;MCH_03;compresor;intermitente;75.87;1.74;24.9;1460.68;27;42
04/01/2025 17:00;MCH_03;compresor;intermitente;67.98;1.95;26.87;1449.91;28;43
04/01/2025 18:00;MCH_03;compresor;intermitente;76.95;1.86;28.26;1586.61;29;44
04/01/2025 19:00;MCH_03;compresor;intermitente;73.65;2.18;25.74;1520.98;30;45
04/01/2025 20:00;MCH_03;compresor;intermitente;75.16;1.36;27.59;1557.81;31;46
04/01/2025 21:00;MCH_03;compresor;intermitente;75.0;1.13;27.62;1555.45;32;47
04/01/2025 22:00;MCH_03;compresor;intermitente;73.48;1.51;32.92;1373.61;33;48
04/01/2025 23:00;MCH_03;compresor;intermitente;76.46;1.1;29.67;1493.08;34;49
05/01/2025 0:00;MCH_03;compresor;intermitente;79.15;1.77;27.17;1471.83;35;50
05/01/2025 1:00;MCH_03;compresor;intermitente;78.02;1.67;29.46;1373.87;36;51
05/01/2025 2:00;MCH_03;compresor;intermitente;74.45;1.58;30.31;1446.12;37;52
05/01/2025 3:00;MCH_03;compresor;intermitente;77.96;1.9;26.28;1591.59;38;53
05/01/2025 4:00;MCH_03;compresor;intermitente;72.85;1.05;28.05;1468.81;38;54
05/01/2025 5:00;MCH_03;compresor;intermitente;72.96;1.72;24.53;1463.39;39;55
05/01/2025 6:00;MCH_03;compresor;intermitente;76.21;1.49;25.34;1401.29;40;56
05/01/2025 7:00;MCH_03;compresor;intermitente;68.31;1.28;27.87;1459.91;41;57
05/01/2025 8:00;MCH_03;compresor;intermitente;77.69;1.28;28.24;1663.12;42;58
05/01/2025 9:00;MCH_03;compresor;intermitente;79.46;0.76;24.47;1310.2;42;59
05/01/2025 10:00;MCH_03;compresor;intermitente;77.14;1.4;24.87;1333.81;43;60
05/01/2025 11:00;MCH_03;compresor;intermitente;72.23;1.51;29.12;1517.92;44;61
05/01/2025 12:00;MCH_03;compresor;intermitente;75.25;1.85;29.01;1477.61;45;62
05/01/2025 13:00;MCH_03;compresor;intermitente;78.57;1.49;28.91;1295.62;45;63
05/01/2025 14:00;MCH_03;compresor;intermitente;70.31;1.27;25.7;1569.42;46;64
05/01/2025 15:00;MCH_03;compresor;intermitente;75.27;1.58;23.96;1502.11;47;65
05/01/2025 16:00;MCH_03;compresor;intermitente;75.73;1.45;26.56;1450.31;48;66
05/01/2025 17:00;MCH_03;compresor;intermitente;74.58;1.64;26.61;1402.92;48;67
05/01/2025 18:00;MCH_03;compresor;intermitente;73.3;1.82;26.1;1459.1;48;68
05/01/2025 19:00;MCH_03;compresor;intermitente;71.23;1.65;25.29;1442.34;48;69
05/01/2025 20:00;MCH_03;compresor;intermitente;72.25;1.61;30.03;1495.09;49;70
05/01/2025 21:00;MCH_03;compresor;intermitente;75.42;1.59;32.29;1292.55;50;71
05/01/2025 22:00;MCH_03;compresor;intermitente;79.34;1.19;30.05;1385.9;51;72
05/01/2025 23:00;MCH_03;compresor;intermitente;72.88;1.67;25.52;1390.9;52;73
06/01/2025 0:00;MCH_03;compresor;intermitente;73.36;1.48;29.99;1612.23;53;74
06/01/2025 1:00;MCH_03;compresor;intermitente;69.63;1.15;26.79;1625.03;53;75
06/01/2025 2:00;MCH_03;compresor;intermitente;76.91;1.75;26.57;1384.57;54;76
06/01/2025 3:00;MCH_03;compresor;intermitente;73.63;1.18;28.58;1541.3;55;77
06/01/2025 4:00;MCH_03;compresor;intermitente;76.12;1.05;27.44;1437.12;55;78
06/01/2025 5:00;MCH_03;compresor;intermitente;74.89;1.91;27.2;1480.04;56;79
06/01/2025 6:00;MCH_03;compresor;intermitente;73.97;1.66;28.56;1441.03;57;80
06/01/2025 7:00;MCH_03;compresor;intermitente;71.19;1.81;28.56;1392.19;58;81
06/01/2025 8:00;MCH_03;compresor;intermitente;73.48;1.52;33.61;1609.53;58;82
06/01/2025 9:00;MCH_03;compresor;intermitente;79.34;1.35;31.79;1400.29;58;83
06/01/2025 10:00;MCH_03;compresor;intermitente;75.06;1.62;30.2;1465.15;59;84
06/01/2025 11:00;MCH_03;compresor;intermitente;79.98;1.89;27.06;1647.48;60;85
06/01/2025 12:00;MCH_03;compresor;intermitente;73.96;1.79;29.38;1586.62;61;86
06/01/2025 13:00;MCH_03;compresor;intermitente;75.17;1.61;27.25;1482.03;62;87
06/01/2025 14:00;MCH_03;compresor;intermitente;75.1;1.44;26.48;1574.3;63;88
06/01/2025 15:00;MCH_03;compresor;intermitente;75.19;1.94;25.53;1348.25;64;89
06/01/2025 16:00;MCH_03;compresor;intermitente;75.63;1.17;26.87;1411.36;64;90
06/01/2025 17:00;MCH_03;compresor;intermitente;77.05;1.46;25.1;1303.53;64;1
06/01/2025 18:00;MCH_03;compresor;intermitente;75.21;1.26;30.85;1457.16;65;2
06/01/2025 19:00;MCH_03;compresor;intermitente;82.97;1.75;29.28;1315.58;65;3
06/01/2025 20:00;MCH_03;compresor;intermitente;78.41;0.99;27.36;1616.76;66;4
06/01/2025 21:00;MCH_03;compresor;intermitente;72.61;1.13;26.66;1518.61;67;5
06/01/2025 22:00;MCH_03;compresor;intermitente;75.62;1.47;30.81;1452.65;67;6
06/01/2025 23:00;MCH_03;compresor;intermitente;79.29;1.68;28.59;1407.34;68;7
07/01/2025 0:00;MCH_03;compresor;intermitente;69.14;1.66;26.76;1508.81;68;8
07/01/2025 1:00;MCH_03;compresor;intermitente;73.2;1.43;30.43;1471.45;69;9
07/01/2025 2:00;MCH_03;compresor;intermitente;75.79;1.91;26.58;1328.86;69;10
07/01/2025 3:00;MCH_03;compresor;intermitente;74.89;1.45;31.54;1528.69;69;11
07/01/2025 4:00;MCH_03;compresor;intermitente;78.64;1.88;26.55;1556.71;70;12
07/01/2025 5:00;MCH_03;compresor;intermitente;73.03;0.94;30.22;1515.93;71;13
07/01/2025 6:00;MCH_03;compresor;intermitente;72.23;1.64;27.82;1281.82;71;14
07/01/2025 7:00;MCH_03;compresor;intermitente;71.31;1.36;25.79;1526.66;72;15
07/01/2025 8:00;MCH_03;compresor;intermitente;70.27;1.84;28.31;1649.35;72;16
07/01/2025 9:00;MCH_03;compresor;intermitente;75.46;1.23;27.78;1294.21;72;17
07/01/2025 10:00;MCH_03;compresor;intermitente;77.12;1.43;27.0;1715.47;72;18
07/01/2025 11:00;MCH_03;compresor;intermitente;75.63;1.45;32.35;1575.87;72;19
07/01/2025 12:00;MCH_03;compresor;intermitente;75.42;1.56;25.45;1452.73;73;20
07/01/2025 13:00;MCH_03;compresor;intermitente;77.04;1.53;31.25;1340.34;74;21
07/01/2025 14:00;MCH_03;compresor;intermitente;80.2;2.06;28.13;1363.2;75;22
07/01/2025 15:00;MCH_03;compresor;intermitente;74.41;1.59;28.25;1372.11;76;23
07/01/2025 16:00;MCH_03;compresor;intermitente;74.61;1.42;28.98;1470.63;76;24
07/01/2025 17:00;MCH_03;compresor;intermitente;75.9;1.64;25.3;1559.71;77;25
07/01/2025 18:00;MCH_03;compresor;intermitente;72.4;1.29;27.58;1397.15;77;26
07/01/2025 19:00;MCH_03;compresor;intermitente;76.19;1.7;28.09;1410.83;78;27
07/01/2025 20:00;MCH_03;compresor;intermitente;69.61;1.41;30.41;1354.32;79;28
07/01/2025 21:00;MCH_03;compresor;intermitente;78.95;1.78;27.45;1444.59;79;29
07/01/2025 22:00;MCH_03;compresor;intermitente;75.73;2.05;28.16;1457.39;80;30
07/01/2025 23:00;MCH_03;compresor;intermitente;73.24;1.64;24.72;1476.6;80;31
08/01/2025 0:00;MCH_03;compresor;intermitente;79.03;1.38;28.74;1609.07;81;32
08/01/2025 1:00;MCH_03;compresor;intermitente;71.85;1.96;28.88;1355.65;82;33
08/01/2025 2:00;MCH_03;compresor;intermitente;72.03;1.83;26.81;1485.88;83;34
08/01/2025 3:00;MCH_03;compresor;intermitente;78.07;1.89;31.62;1609.26;84;35
08/01/2025 4:00;MCH_03;compresor;intermitente;79.27;1.37;25.83;1287.62;85;36
08/01/2025 5:00;MCH_03;compresor;intermitente;76.93;1.43;24.59;1478.03;86;37
08/01/2025 6:00;MCH_03;compresor;intermitente;78.8;1.31;28.04;1380.22;86;38
08/01/2025 7:00;MCH_03;compresor;intermitente;76.84;1.57;28.37;1544.83;87;39
08/01/2025 8:00;MCH_03;compresor;intermitente;74.77;1.31;26.99;1351.12;88;40
08/01/2025 9:00;MCH_03;compresor;intermitente;73.6;1.45;31.37;1304.07;88;41
08/01/2025 10:00;MCH_03;compresor;intermitente;70.83;2.13;26.22;1513.35;88;42
08/01/2025 11:00;MCH_03;compresor;intermitente;74.76;1.68;30.69;1487.9;88;43
08/01/2025 12:00;MCH_03;compresor;intermitente;78.61;1.88;29.12;1487.09;89;44
08/01/2025 13:00;MCH_03;compresor;intermitente;76.96;1.71;27.11;1684.34;90;45
08/01/2025 14:00;MCH_03;compresor;intermitente;73.87;2.08;27.95;1316.97;90;46
08/01/2025 15:00;MCH_03;compresor;intermitente;81.52;1.83;25.88;1507.44;90;47
08/01/2025 16:00;MCH_03;compresor;intermitente;71.1;1.5;26.03;1393.01;91;48
08/01/2025 17:00;MCH_03;compresor;intermitente;75.1;0.85;27.85;1532.43;92;49
08/01/2025 18:00;MCH_03;compresor;intermitente;73.76;1.37;26.95;1567.37;92;50
08/01/2025 19:00;MCH_03;compresor;intermitente;76.42;1.35;26.91;1312.36;93;51
08/01/2025 20:00;MCH_03;compresor;intermitente;76.94;1.61;28.24;1338.26;94;52
08/01/2025 21:00;MCH_03;compresor;intermitente;73.09;2.21;29.96;1457.9;95;53
08/01/2025 22:00;MCH_03;compresor;intermitente;74.33;1.33;29.8;1419.74;96;54
08/01/2025 23:00;MCH_03;compresor;intermitente;78.84;1.5;28.85;1596.69;96;55
09/01/2025 0:00;MCH_03;compresor;intermitente;78.34;1.67;28.76;1608.32;97;56
09/01/2025 1:00;MCH_03;compresor;intermitente;71.59;1.33;25.92;1473.3;98;57
09/01/2025 2:00;MCH_03;compresor;intermitente;72.32;1.15;28.82;1573.91;99;58
09/01/2025 3:00;MCH_03;compresor;intermitente;75.51;1.64;29.11;1626.9;100;59
09/01/2025 4:00;MCH_03;compresor;intermitente;76.05;1.11;31.04;1507.11;101;60
09/01/2025 5:00;MCH_03;compresor;intermitente;72.92;1.22;29.13;1428.32;101;61
09/01/2025 6:00;MCH_03;compresor;intermitente;73.93;1.2;28.88;1459.45;101;62
09/01/2025 7:00;MCH_03;compresor;intermitente;77.24;2.06;24.37;1399.24;102;63
09/01/2025 8:00;MCH_03;compresor;intermitente;75.19;1.38;27.89;1500.46;103;64
09/01/2025 9:00;MCH_03;compresor;intermitente;75.26;1.61;28.73;1364.56;103;65
09/01/2025 10:00;MCH_03;compresor;intermitente;78.95;0.94;28.76;1378.44;104;66
09/01/2025 11:00;MCH_03;compresor;intermitente;74.69;1.93;29.48;1566.82;105;67
09/01/2025 12:00;MCH_03;compresor;intermitente;78.69;1.9;28.21;1281.14;105;68
09/01/2025 13:00;MCH_03;compresor;intermitente;73.17;1.46;30.83;1449.87;106;69
09/01/2025 14:00;MCH_03;compresor;intermitente;81.67;1.37;26.58;1515.99;107;70
09/01/2025 15:00;MCH_03;compresor;intermitente;70.76;1.42;26.59;1449.73;108;71
09/01/2025 16:00;MCH_03;compresor;intermitente;74.33;2.02;28.86;1384.2;109;72
09/01/2025 17:00;MCH_03;compresor;intermitente;73.57;1.26;29.45;1518.0;109;73
09/01/2025 18:00;MCH_03;compresor;intermitente;77.87;1.71;24.22;1416.31;110;74
09/01/2025 19:00;MCH_03;compresor;intermitente;78.13;1.13;26.94;1465.92;110;75
09/01/2025 20:00;MCH_03;compresor;intermitente;76.06;1.45;27.83;1435.01;110;76
09/01/2025 21:00;MCH_03;compresor;intermitente;72.08;1.37;26.48;1273.24;111;77
09/01/2025 22:00;MCH_03;compresor;intermitente;76.95;1.24;30.8;1418.69;112;78
09/01/2025 23:00;MCH_03;compresor;intermitente;74.36;1.34;27.83;1460.08;113;79
10/01/2025 0:00;MCH_03;compresor;intermitente;76.1;1.58;25.52;1572.74;113;80
10/01/2025 1:00;MCH_03;compresor;intermitente;73.07;1.65;27.85;1301.4;114;81
10/01/2025 2:00;MCH_03;compresor;intermitente;70.1;1.64;30.35;1356.55;115;82
10/01/2025 3:00;MCH_03;compresor;intermitente;79.38;1.68;25.97;1431.57;116;83
10/01/2025 4:00;MCH_03;compresor;intermitente;76.24;1.24;25.6;1373.3;116;84
10/01/2025 5:00;MCH_03;compresor;intermitente;74.86;1.19;25.9;1426.42;116;85
10/01/2025 6:00;MCH_03;compresor;intermitente;72.16;1.43;28.59;1467.23;116;86
10/01/2025 7:00;MCH_03;compresor;intermitente;71.32;1.46;28.9;1542.07;117;87
10/01/2025 8:00;MCH_03;compresor;intermitente;75.86;1.41;26.17;1368.39;118;88
10/01/2025 9:00;MCH_03;compresor;intermitente;77.35;1.45;30.11;1370.59;118;89
10/01/2025 10:00;MCH_03;compresor;intermitente;72.38;1.63;27.21;1473.3;118;90
10/01/2025 11:00;MCH_03;compresor;intermitente;71.27;1.54;29.11;1428.92;118;1
10/01/2025 12:00;MCH_03;compresor;intermitente;77.5;1.63;29.57;1492.99;119;2
